FAO_commodity,pooled_commodity,ISSCAAP_division,ISSCAAP_group,group_for_pairing,exvessel_estimated
"Fish fillets in blocks, frozen, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish fillets, dried, salted or in brine",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish fillets, dried, salted or in brine, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish fillets, fresh or chilled, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish fillets, frozen, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish fillets, prep. or pres, incl. raw, coated in batter or breadcrum, cooked or not, frozen",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish fillets, smoked",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish for culture incl. ova, fingerlings etc.",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish heads, tail, maws etc., dried, salted, or in brine",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish heads, tails, maws, tongues, fresh or chilled",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish heads, tails, maws, tongues, frozen",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish live, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish liver oils, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish livers, dried, salted or in brine",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish livers, fresh or chilled",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish livers, frozen",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish livers, roes, etc., prepared or preserved",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish livers, roes, etc., prepared or preserved, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish meal fit for human consumption, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish meals, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish meat, whether or not minced nei, fresh or chilled",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish meat, whether or not minced, frozen, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish meat,whether or not minced, fresh,chilled,frozen, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish minced (=surimi), frozen",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish minced nei, in airtight containers prepared or preserved",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish minced nei, not in airtight containers prepared or preserved",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish minced nei, prepared or preserved",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish nei, dried and salted",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish nei, dried, unsalted",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish nei, prepared or preserved, not minced",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish nei, salted or in brine",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish nei, smoked",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish not minced, prep. or pres., in airtight containers",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish not minced, prep. or pres., not in airtight containers",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
Fish paste,Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish portions and sticks, nei, frozen",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish products (not fillets), dried, salted or in brine",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish products (not minced), semi-preserved",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish roes, dried, salted or in brine, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish roes, fresh or chilled",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish roes, frozen, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish roes, prepared, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish solubles, silages, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish spiced, marinated, etc., not minced, prep. or pres.",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish steaks, frozen, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish waste, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish, dried, salted or smoked",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish, fresh or chilled, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish, fresh, chilled or frozen",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish, frozen, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fish, sauce",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fishmeal fit for human consumption, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Fishmeals, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Livers and roes, smoked",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Livers, roes, milt, dried, salted or in brine, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Livers, roes, milt, fresh or chilled, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Livers, roes, milt, frozen",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Livers, roes, milt, smoked, dried, salted or in brine",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Marine fish fillets in blocks, nei, frozen",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Marine fish fillets, frozen, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Marine fish fillets, nei, frozen",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Marine fish fillets, smoked",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Marine fish meat,whether or not minced nei, fresh or chilled",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Marine fish nei, minced, prepared or preserved",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Marine fish nei, prepared or preserved, not minced",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Marine fish nei, smoked",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Marine fish, fillets, dried, salted or in brine, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Marine fish, fresh or chilled, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Marine fish, frozen, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Miscellaneous dried fish, whether or not salted, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Miscellaneous marine fish fillets, fresh or chilled, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Miscellaneous marine fish meat, minced or not, frozen, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Miscellaneous marine fish nei, dried, whether or not salted",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Miscellaneous marine fish, salted or in brine, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Miscellaneous marine fishes nei, dried, whether or not salted",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Miscellaneous marine fishes, salted or in brine, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Other  edible fish offal, dried, salted or in brine",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Saltwater fish nei, live",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
Solubles from fish,Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Solubles from fish and marine mammals, nei",Misc. marine fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
Ornamental fish nei,Ornamental saltwater fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
Ornamental saltwater fish,Ornamental saltwater fishes,MARINE FISHES,Marine fishes not identified,Marine fishes not identified,1
"Atka mackerel, fresh or chilled",Atka mackerel,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Atka mackerel, frozen",Atka mackerel,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Corb, frozen",Croakers,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Croakers, fresh or chilled",Croakers,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Croakers, frozen",Croakers,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Dentex, fresh or chilled",Dentex,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Drum, fresh or chilled",Drum,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Drum, frozen",Drum,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Emperors, fresh or chilled",Emperors,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Emperors, frozen",Emperors,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Filefish, fresh or chilled",Filefish,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Filefish, frozen",Filefish,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Fusiliers, fresh or chilled",Fusiliers,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Fusiliers, frozen",Fusiliers,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Gilt-head seabream, fresh or chilled",Gilt-head seabream,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Gilt-head seabream, frozen",Gilt-head seabream,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Grouper, fresh or chilled",Grouper,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Grouper, frozen",Grouper,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Grunt, fresh or chilled",Grunt,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Grunt, frozen",Grunt,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Lizardfish, fresh or chilled",Lizardfish,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Lizardfish, frozen",Lizardfish,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Coastal fish meat, whether or not minced, fresh or chilled, nei",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Coastal fish meat, whether or not minced, frozen, nei",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fish nei, fillets, dried, salted or in brine",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fish, dried, whether or not salted",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fish, fillets in blocks, frozen, nei",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fish, fillets, fresh or chilled, nei",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fish, nei, dried, unsalted",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fish, nei, frozen",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fish, nei, smoked",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fish, not minced, prep. or pres., nei",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fish, salted or in brine, nei",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fish,nei, fresh or chilled",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fishes fillets, frozen,  nei",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fishes fillets, nei, frozen",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fishes, dried, whether or not salted",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fishes, fillets, nei, fresh or chilled",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fishes, nei, dried, unsalted",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fishes, nei, frozen",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fishes, nei,dried, salted or in brine",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fishes, not minced, prep. or pres., nei",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fishes, salted or in brine, nei",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Miscellaneous coastal fishes,nei, fresh or chilled",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Spinefeet (=rabbitfish), fresh or chilled",Misc. coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Pandora, fresh or chilled",Pandora,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Pandora, frozen",Pandora,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Pony fishes, frozen",Pony fishes,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Puffer, fresh or chilled",Puffers,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Puffers, frozen",Puffers,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Red mullet, fresh or chilled",Red mullet,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Red mullet, frozen",Red mullet,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Sandeels, dried, unsalted",Sandlance,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Sandlance, fresh or chilled",Sandlance,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Sandlance, frozen",Sandlance,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Sea catfish, fresh or chilled",Sea catfish,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Sea catfish, frozen",Sea catfish,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Seabass, fresh or chilled",Seabass,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Seabass, frozen",Seabass,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Seabreams nei, fresh or chilled",Seabreams,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Seabreams, frozen",Seabreams,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Snapper, fresh or chilled",Snappers,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Snappers, frozen",Snappers,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Snook, frozen",Snook,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Weakfish, fresh or chilled",Weakfish,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Weakfish, frozen",Weakfish,MARINE FISHES,Miscellaneous coastal fishes,Miscellaneous coastal fishes,1
"Angler (=Monk) fillets, frozen",Angler (=Monk),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Angler (=monk), fresh or chilled",Angler (=monk),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Angler (=monk), frozen",Angler (=monk),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Angler (=monk), meat, frozen",Angler (=monk),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Atlantic redfish, minced, frozen",Atlantic redfishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Atlantic redfishes fillets in blocks, frozen",Atlantic redfishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Atlantic redfishes, fillets, frozen",Atlantic redfishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Atlantic redfishes, fresh or chilled",Atlantic redfishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Atlantic redfishes, frozen",Atlantic redfishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Conger, fresh or chilled",Conger,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Conger, frozen",Conger,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Cusk-eel (=kingklip), fresh or chilled",Cusk-eel (=kingklip),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Cusk-eel (=kingklip), frozen",Cusk-eel (=kingklip),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Gurnard, fresh or chilled",Gurnard,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Gurnard, frozen",Gurnard,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Hairtails, fresh or chilled",Hairtails,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Hairtails, frozen",Hairtails,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"John dory, fresh or chilled",John dory,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"John dory, frozen",John dory,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Lumpfish roes, prepared",Lumpfish,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Lumpfish roes, salted",Lumpfish,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Spinefeet(=rabbitfish), frozen",Misc. coastal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Demersal fish meat, whether or not minced, frozen, nei",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fish meat, fresh or chilled, nei",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fish nei, fillets, dried, salted or in brine",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fish, dried, whether or not salted, nei",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fish, fillets in blocks, frozen, nei",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fish, fillets, fresh or chilled, nei,",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fish, fillets, frozen, nei",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fish, nei, frozen",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fish, not minced, prep. or pres., nei",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fish, salted or in brine, nei",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fish, smoked, nei",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fish,nei, fresh or chilled",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fishes, fillets, nei,fresh or chilled",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fishes, nei, dried, salted or in brine",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fishes, nei, fillets, frozen",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fishes, nei, frozen",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fishes, not minced, prep. or pres., nei",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fishes, salted or in brine, nei",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fishes, smoked, nei",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Miscellaneous demersal fishes,nei, fresh or chilled",Misc. demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Orange roughy, frozen",Orange roughy,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Oreo dories, fresh or chilled",Oreo dories,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Oreo dories, frozen",Oreo dories,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Pacific redfishes (=ocean perch), fresh or chilled",Pacific redfishes (=ocean perch),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Pacific redfishes (=ocean perch), frozen",Pacific redfishes (=ocean perch),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Pike-conger, fresh or chilled",Pike-conger,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Pike-conger, frozen",Pike-conger,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Redfish fillets, fresh or chilled",Redfish,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
Redfish meal,Redfish,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Redfish meat, frozen, whether or not minced, nei",Redfish,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Redfish nei, fillets, frozen",Redfish,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
Redfish oil,Redfish,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Redfish, frozen, nei",Redfish,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Redfishes, fresh or chilled, nei",Redfish,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Sablefish, fresh or chilled",Sablefish,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Sablefish, frozen",Sablefish,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Snoek, fresh or chilled",Snoek,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Snoek, frozen",Snoek,MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Toothfish (Dissostichus spp.), fillets, fresh or chilled",Toothfish (Dissostichus spp.),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Toothfish (Dissostichus spp.), fillets, frozen",Toothfish (Dissostichus spp.),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Toothfish (Dissostichus spp.), fresh or chilled",Toothfish (Dissostichus spp.),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Toothfish (Dissostichus spp.), frozen",Toothfish (Dissostichus spp.),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Toothfish (Dissostichus spp.), meat, fresh or chilled",Toothfish (Dissostichus spp.),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Toothfish (Dissostichus spp.), meat, frozen",Toothfish (Dissostichus spp.),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Wolffish (=Catfish) fillets, frozen",Wolffishes (=Catfishes),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Wolffish (=catfish), fresh or chilled",Wolffishes (=Catfishes),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Wolffishes (=Catfishes), frozen",Wolffishes (=Catfishes),MARINE FISHES,Miscellaneous demersal fishes,Miscellaneous demersal fishes,1
"Amberjack fillets, frozen",Amberjacks,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
"Amberjacks, fresh or chilled",Amberjacks,MARINE FISHES,Miscellaneous pelagic fishes,Miscellaneous pelagic fishes,1
